adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 71458, 'name': '3 Ninjas Collection', 'poster_path': '/cApZ5GwwzMsA991J6uAOb52Js0s.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,32302,tt0118539,en,3 Ninjas: High Noon at Mega Mountain,"Three young boys, Rocky, Colt and Tum Tum together with their neighbor girl, computer whiz Amanda are visiting Mega Mountain amusement park when it is invaded by an army of ninjas led by evil Medusa, who wants to take over the park and hold the owners for ransom. Kids and retired TV star Dave Dragon, who made his farewell appearance at the park at the time the ninjas appeared, have to break Medusa's vicious plans.",3.014082,/qTavfpV1XWblnrfkASOxBnrdO0M.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Leeds/Ben-Ami Productions', 'id': 27084}, {'name': 'Sheen Productions', 'id': 27085}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/10/98,0,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Saving the day the ninja way!,3 Ninjas: High Noon at Mega Mountain,FALSE,3.9,38
FALSE,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,586,tt0120885,en,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",7.603652,/sTsMrXrTya8KpFm8lgtlQR12X7Z.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Baltimore Pictures', 'id': 11407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/25/97,64256513,97,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy about truth, justice and other special effects.",Wag the Dog,FALSE,6.7,273
FALSE,,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,6116,tt0120185,en,Spice World,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",4.257516,/vcFop91huEWlGh8c1qoehfTZ8OJ.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",12/19/97,100000000,93,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You say you want a revolution?,Spice World,FALSE,4.7,124
FALSE,,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2898,tt0119822,en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",9.374049,/q2645aW8vgg1g7RL5lil6K93yaA.jpg,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/19/97,314178011,139,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,FALSE,7.2,946
FALSE,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",,6970,tt0120491,en,Welcome to Woop Woop,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,0.569827,/yPhsjm2385CH3VQKfVoaoWw0M6k.jpg,"[{'name': 'Wildgaze Films', 'id': 1508}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'Unthank Films', 'id': 18987}, {'name': 'Goldwyn Entertainment Company', 'id': 40114}, {'name': 'Scala Productionss', 'id': 68035}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",8/13/98,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The hills are alive...,Welcome to Woop Woop,FALSE,6.4,7
FALSE,"{'id': 33059, 'name': 'Wild Things Collection', 'poster_path': '/1sM0cvLaVPHAoAHvC3QERk6g4mB.jpg', 'backdrop_path': '/uE47SwTt7uHyVwpMzcCQ92Q7FsQ.jpg'}",20000000,"[{'id': 53, 'name': 'Thriller'}]",,617,tt0120890,en,Wild Things,"When teen-socialite Kelly Van Ryan (Richards) and troubled bad girl Suzie Toller (Campbell) accuse guidance counselor Sam Lombardo (Dillon) of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop (Bacon) suspects conspiracy, but nothing is what it seems...",13.924623,/dI9iYo1cL81yzJkBVyNGipjSvy0.jpg,"[{'name': 'Mandalay Entertainment', 'id': 1236}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/20/98,67200000,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're dying to play with you.,Wild Things,FALSE,6.3,454
FALSE,,1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,32456,tt0124179,en,Two Girls and a Guy,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.",4.967667,/jMJQjX9HHIm588tJWq2Tkgppzbz.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/7/97,2057193,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty,Two Girls and a Guy,FALSE,5.4,25
FALSE,,60000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,8838,tt0120749,en,Mercury Rising,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",6.644644,/2vEQLyrH0uKgjvLzYmYc9coNrgI.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/3/98,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone knows too much.,Mercury Rising,FALSE,6,374
FALSE,,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,795,tt0120632,en,City of Angels,"When guardian angel Seth -- who invisibly watches over the citizens of Los Angeles -- becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",8.228219,/dMvup91Svpns2SfCtZ4jiSFiouV.jpg,"[{'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Monarchy Enterprises B.V.', 'id': 676}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Taurus Film', 'id': 20555}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",4/10/98,198685114,114,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,She didn't believe in angels until she fell in love with one.,City of Angels,FALSE,6.5,537
FALSE,,0,[],,98499,tt0118229,en,Illtown,"Dante and his girlfrend Micky run a very profitable drug operation in a seaside town, aided and abetted by a host of teens who sell the smack at discos around town, as well as by Lucas, a corrupt cop who's on the take. Their downfall comes when they suspect one of the boys, Pep, of ripping them off, and his accidental death causes disloyalty among the teens, who suspect Dante offed them. All of this is perfect for the return of Gabriel, a one-time partner of Dante, who has just been released from jail, and has an almost angelic demeanor and the certainty that he can fix everyone's lives.",0.141163,/lweN1gRGw4yb2hW3wKSuXTSHOl1.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/9/96,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Illtown,FALSE,5,1
FALSE,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,267,tt0118819,es,Carne trémula,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,6.715019,/6fpt82Sfpkzw4dZgKgZMVFoaMBb.jpg,"[{'name': 'El Deseo', 'id': 49}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'CiBy 2000', 'id': 7832}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",10/28/97,1535558,103,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,"Life, love, desire... and everything in between.",Live Flesh,FALSE,7.2,89
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,6264,tt0119947,en,Prince Valiant,"An Arthurian legend of young Prince Valiant, son of the King of Scandia. After the King is exiled by an evil leader, the Prince travels to Camelot to secure the aid of King Arthur in helping restore his family to power and prevent a plot by the Black Knight.",1.74053,/vU52RklOeJjPeXlOUbfNFf4FFFi.jpg,"[{'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Babelsberg Film', 'id': 19481}, {'name': 'Celtridge', 'id': 55103}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/24/97,0,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"He who holds the sword, rules the world.",Prince Valiant,FALSE,4.7,10
FALSE,,75000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,8656,tt0120647,en,Deep Impact,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",11.644633,/nbF4Tuj4OY8btrjoOHtk64hkKbJ.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Zanuck/Brown Productions', 'id': 1865}, {'name': 'Manhattan Project', 'id': 2478}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/8/98,140464664,120,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Heaven and Earth are about to collide.,Deep Impact,FALSE,5.9,870
FALSE,,130000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,929,tt0120685,en,Godzilla,"When a freighter is viciously attacked in the Pacific Ocean, a team of experts -- including biologist Niko Tatopoulos and scientists Elsie Chapman and Mendel Craven -- concludes that an oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan, destroying everything within its reach. The team chases the monster to Madison Square Garden, where a brutal battle ensues.",11.295121,/5axr56XqJH2xqkzI4j5sjzgV1Hu.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Centropolis Film Productions', 'id': 620}, {'name': 'Toho Company', 'id': 882}, {'name': 'Independent Pictures (II)', 'id': 2833}, {'name': 'Fried Films', 'id': 11343}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/20/98,379014294,139,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Size does matter.,Godzilla,FALSE,5.3,1075
FALSE,,60000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,1965,tt0120787,en,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",9.430812,/3qVJPM6tYilp3x3ckSBb3l4NyzE.jpg,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/5/98,128038368,107,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.,A Perfect Murder,FALSE,6.3,320
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,312,tt0116692,de,Jenseits der Stille,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,1.923957,/cWXaGjslNpbyMNinDmDfAVbyrQI.jpg,"[{'name': 'Roxy Film', 'id': 101}, {'name': 'Bayerischer Rundfunk', 'id': 162}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",12/18/96,0,109,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"About life, love and the sound of snow.",Beyond Silence,FALSE,6.5,12
FALSE,,48000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,1389,tt0120780,en,Out of Sight,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",7.349812,/hSL2Ta4ErgAxPEOlkkxZmrTSAET.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jersey Films', 'id': 216}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/26/98,77745568,123,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Opposites attract.,Out of Sight,FALSE,6.5,338
FALSE,,140000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,95,tt0120591,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",13.235112,/coINnuCzcw5FMHBty8hcudMOBnO.jpg,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Valhalla Motion Pictures', 'id': 11533}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/1/98,553799566,151,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The Earth's Darkest Day Will Be Man's Finest Hour,Armageddon,FALSE,6.5,2540
FALSE,"{'id': 945, 'name': 'Lethal Weapon Collection', 'poster_path': '/5zg6QLY0tdDLVHLwn28oowG3m8H.jpg', 'backdrop_path': '/bSLbqUqs5FzBOb1aO9v7qz71R0U.jpg'}",140000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,944,tt0122151,en,Lethal Weapon 4,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",14.470551,/kpC9Y0jhwTqtRlcetxbgn3crnlU.jpg,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Donner/Shuler-Donner Productions', 'id': 5739}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/10/98,285444603,127,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,The faces you love. The action you expect.,Lethal Weapon 4,FALSE,6.3,782
FALSE,,60000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.pithemovie.com/,473,tt0138704,en,Pi,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.,10.621362,/d4pDorUHjIVFiVGiJar6sF2r8TQ.jpg,"[{'name': 'Truth and Soul Pictures Inc', 'id': 379}, {'name': 'Protozoa Pictures', 'id': 7503}, {'name': 'Harvest Filmworks', 'id': 22566}, {'name': 'Plantain Films', 'id': 22567}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/10/98,3221152,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"There will be no order, only chaos",Pi,FALSE,7.1,600
FALSE,,23000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.aboutmary.com/,544,tt0129387,en,There's Something About Mary,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",11.688958,/hFtnobv2d8WrjhMPCoX4i0oMJio.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/15/98,369884651,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love Is In The Hair.,There's Something About Mary,FALSE,6.5,1616
FALSE,"{'id': 155474, 'name': 'French Connection Collection', 'poster_path': '/zheN2WhCSS1M8rkjObQGr0dZdvZ.jpg', 'backdrop_path': '/islbdTICsxPE1c3YEFzEc9Wb46p.jpg'}",1800000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1051,tt0067116,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,6.694959,/xwDi4wF0I1L5bSW08Y8GocDGjJP.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""D'Antoni Productions"", 'id': 646}, {'name': 'Schine-Moore Productions', 'id': 73950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/9/71,41158757,104,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,FALSE,7.4,435
FALSE,"{'id': 1575, 'name': 'Rocky Collection', 'poster_path': '/mCY5dMkSSFQufGCViI6jNUU6pXq.jpg', 'backdrop_path': '/w4h6gjdWPvmu5R9H6zeGDPo1ZuV.jpg'}",1000000,"[{'id': 18, 'name': 'Drama'}]",,1366,tt0075148,en,Rocky,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",14.774066,/i5xiwdSsrecBvO7mIfAJixeEDSg.jpg,"[{'name': 'United Artists', 'id': 60}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/21/76,117235147,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His whole life was a million-to-one shot.,Rocky,FALSE,7.5,1843
FALSE,,31000000,"[{'id': 18, 'name': 'Drama'}]",,606,tt0089755,en,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",14.004074,/bLXD2jp0img4RJiczAwnS7m7jF9.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mirage Entertainment', 'id': 205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/20/85,128499205,161,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sw', 'name': 'Kiswahili'}]",Released,Based on a true story.,Out of Africa,FALSE,7,290
FALSE,,25000000,"[{'id': 18, 'name': 'Drama'}]",,380,tt0095953,en,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,11.267467,/A9XB6BmDlxqag4EFG4aM8R08B5t.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Star Partners II Ltd.', 'id': 206}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/11/88,412800000,133,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A journey through understanding and fellowship.,Rain Man,FALSE,7.6,1762
FALSE,,2500000,"[{'id': 9648, 'name': 'Mystery'}]",,466,tt0067309,en,Klute,"This acclaimed thriller stars Jane Fonda as Bree Daniel, a New York City call girl who becomes enmeshed in an investigation into the disappearance of a business executive. Detective John Klute is hired to follow Daniel, and eventually begins a romance with her, but it appears that he hasn't been the only person on her trail. When it becomes clear that Daniel is being targeted, it's up to her and Klute to figure out who is after her before it's too late.",9.328822,/na0G9mmPKDWBhmLc5Rh2Eiwux6N.jpg,"[{'name': 'Gus Productions', 'id': 6174}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/21/71,0,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'd never take her for a call girl. You'd never take him for a cop.,Klute,FALSE,6.5,88
FALSE,,1000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,2108,tt0088847,en,The Breakfast Club,"Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",12.627678,/4ZejrrCpfoypR5lHoT3pq6yVldW.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Channel Productions', 'id': 8812}, {'name': 'A&M Films', 'id': 11043}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/15/85,51525171,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They only met once, but it changed their lives forever.",The Breakfast Club,FALSE,7.8,2189
FALSE,"{'id': 9735, 'name': 'Friday the 13th Collection', 'poster_path': '/uobgqpLQff9WvxGKE2OSvXv1RHm.jpg', 'backdrop_path': '/c7pMKwv5NzIN6N3KM4L8fYMTtPw.jpg'}",550000,"[{'id': 27, 'name': 'Horror'}]",,4488,tt0080761,en,Friday the 13th,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,12.146747,/mGJlh8oMyTDhfudvs20kFpYz0Yc.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Georgetown Productions Inc.', 'id': 16779}, {'name': 'Sean S. Cunningham Films', 'id': 17611}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/9/80,59754601,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",Friday the 13th,FALSE,6.4,622
FALSE,"{'id': 91361, 'name': 'Halloween Collection', 'poster_path': '/2uqHV6YcD9jEL2WuJYjXiiuRDqd.jpg', 'backdrop_path': '/mmxf1sOe2T1sma0tH0TgTdcit1p.jpg'}",300000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://www.theofficialjohncarpenter.com/halloween/,948,tt0077651,en,Halloween,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",13.672759,/vjoOFOTBJcJvA1weJejlZ92LZD4.jpg,"[{'name': 'Compass International Pictures', 'id': 14323}, {'name': 'Falcon International Productions', 'id': 22814}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/25/78,70000000,91,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Night He Came Home,Halloween,FALSE,7.4,1066
FALSE,"{'id': 123255, 'name': 'Prom Night Collection', 'poster_path': '/tHhPnpJad4RVICIwaeERIq63ARg.jpg', 'backdrop_path': None}",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,41828,tt0098136,en,Prom Night III: The Last Kiss,"Mary Lou, the prom queen burned to death by her boyfriend back in the fifties, has escaped from hell and is once again walking the hallways of Hamilton High School, looking for blood. She chooses as her escort in world of the living Alex, an average depressed student with dreams of one day becoming a doctor. As Mary Lou begins to get back into form, the body count starts climbing and the graduating class of Hamilton High is once again smaller than expected.",1.506989,/3Up1tYAsnrWkJQNBs1tNWOijInu.jpg,"[{'name': 'Norstar Entertainment', 'id': 16953}, {'name': 'Famous Players', 'id': 36555}, {'name': 'Comweb Productions', 'id': 61660}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",3/30/90,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Romantic Comedy from Hell,Prom Night III: The Last Kiss,FALSE,5.1,15
FALSE,"{'id': 123255, 'name': 'Prom Night Collection', 'poster_path': '/tHhPnpJad4RVICIwaeERIq63ARg.jpg', 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}]",,41769,tt0105179,en,Prom Night IV: Deliver Us from Evil,"Carrying on the Prom Night tradition, this film begins back at Hamilton High School on Prom Night in 1957. As a young couple are enjoying a romantic moment together in the back seat of a car, they are interrupted by Father Jonas, a priest who slashes and immolates the lovers. Thirty years later, Jonas gets loose from the chapel basement where the church fathers had been secretly keeping him locked up and drugged. As luck would have it, it's prom night again, and group of four students have unfortunately chosen Jonas's hideout as their secluded getaway spot.",2.190786,/66fklrsgHyWKoz0Yis6sSHHFOyQ.jpg,"[{'name': 'Norstar Entertainment', 'id': 16953}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2/14/92,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They ditched the prom for a private party, now it's their last dance.",Prom Night IV: Deliver Us from Evil,FALSE,4.4,15
FALSE,"{'id': 10453, 'name': 'Poltergeist Collection', 'poster_path': '/8Z6P04pKGvCnkmHdAl2lmbfAIbN.jpg', 'backdrop_path': '/i8QZZV1olny9FCPNrxAL7Kk9CJy.jpg'}",10700000,"[{'id': 27, 'name': 'Horror'}]",,609,tt0084516,en,Poltergeist,"Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.",11.776326,/hKs6umpuLSgZhOiZI1pxpO0iVTQ.jpg,"[{'name': 'SLM Production Group', 'id': 396}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/4/82,122200000,114,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They're here.,Poltergeist,FALSE,7.1,811
